id,cltv
89548,128122.67401764842
89549,97906.70371006911
89550,57290.87814991004
89551,109013.39093384675
89552,92348.31942592807
89553,122956.98570245833
89554,57344.08088316148
89555,52739.50517549195
89556,99103.18384759733
89557,113740.1068361151
89558,150587.98331106704
89559,112894.60672208083
89560,49064.83686833525
89561,127531.23771141362
89562,134468.3743914163
89563,93296.97723078499
89564,145158.01803512825
89565,94151.63137215051
89566,125583.12094276371
89567,97397.47484693762
89568,130951.52296777506
89569,92949.37683752697
89570,134111.97092202737
89571,116694.2445916402
89572,55934.78446493256
89573,51583.46431895127
89574,48880.905897877936
89575,156660.93865324347
89576,135156.5447523552
89577,50277.466145565595
89578,89322.9832391202
89579,138523.73695540885
89580,128630.25569865663
89581,127266.84295275563
89582,47677.58980645033
89583,110657.25835058412
89584,100473.81168259495
89585,49073.649506056296
89586,50748.93555517891
89587,50913.15441932262
89588,47654.07870433253
89589,50893.947432868175
89590,116884.63910117454
89591,158007.4052352982
89592,111070.9176870161
89593,140676.42152137443
89594,97220.35647509043
89595,114620.09724210769
89596,91661.00814675888
89597,51608.37190714064
89598,104494.72237114586
89599,116727.10581636982
89600,104019.8369597352
89601,126092.9848327572
89602,136750.90627295178
89603,109453.63062173195
89604,147443.4315001178
89605,110395.86247233966
89606,122298.0242191196
89607,110058.66788734563
89608,126386.32772115819
89609,115091.75507511475
89610,104646.54929644332
89611,100022.0076073809
89612,156402.4898174473
89613,114730.4953546613
89614,52022.02598916303
89615,98675.09113028986
89616,141031.09746025974
89617,49156.78226302465
89618,88072.03772624141
89619,51507.24616565259
89620,89978.4933503565
89621,151188.0006375818
89622,111161.4543511065
89623,123382.78301310829
89624,140963.0336574519
89625,51759.29272918965
89626,110204.26453021835
89627,50285.268937625915
89628,50269.14100836914
89629,141213.8631503277
89630,111840.93947192525
89631,126299.90660880388
89632,50001.681605823804
89633,105441.77640796638
89634,120773.21448646038
89635,119700.72146735538
89636,125888.67553048965
89637,48764.406428869814
89638,93200.07525838612
89639,111403.43955567945
89640,118230.95266010886
89641,55024.35769482344
89642,49495.94156873728
89643,88785.71633500874
89644,134677.12143772526
89645,125743.4551174894
89646,138826.72785386007
89647,48518.72074842555
89648,47746.5750487581
89649,106517.04711390594
89650,108888.94290672633
89651,82719.75609166556
89652,102564.1104940869
89653,114368.36780507008
89654,112499.98489380616
89655,145642.1916734847
89656,102465.25822962639
89657,47472.894734110574
89658,133638.02218825533
89659,134429.7573111985
89660,122234.77934385641
89661,100937.83820501843
89662,129358.93239875128
89663,51739.78222060901
89664,56599.17285270141
89665,93963.5304957083
89666,49566.96305300538
89667,50047.74384839089
89668,144279.76408389804
89669,99983.4915793152
89670,143729.90105123338
89671,112901.45954415319
89672,122057.92738680601
89673,51726.83591412504
89674,146676.45147825356
89675,106621.65813492947
89676,50498.94264855258
89677,52481.88241426647
89678,121913.09883931151
89679,133036.61027876756
89680,49158.51783532393
89681,109829.20330957041
89682,48462.41516452133
89683,122458.07098295185
89684,87598.98710058667
89685,117482.13081247213
89686,54496.56541572215
89687,49470.58990502524
89688,116102.55676949628
89689,53360.26191848164
89690,110468.98062407866
89691,52214.53222508797
89692,107386.88370523715
89693,142912.80771146796
89694,103185.54311272252
89695,122541.81606312774
89696,107551.14406882881
89697,63480.36000635777
89698,117985.85741953383
89699,49385.89706273735
89700,46073.20185927223
89701,87070.73796905551
89702,137969.12747520168
89703,48037.455398069316
89704,145650.43381624078
89705,121530.45640463664
89706,103073.5646793569
89707,50268.20412061125
89708,126839.86518472857
89709,51996.63106833032
89710,103689.5208393905
89711,116554.24109428754
89712,118642.72887549583
89713,107677.44314690956
89714,147914.79932304626
89715,147547.1842523328
89716,51364.95844262081
89717,157774.01982000863
89718,98357.58642201703
89719,120721.31849618739
89720,73840.43409621762
89721,135981.43383166322
89722,49213.250961873375
89723,91056.74215499572
89724,97366.91572211662
89725,119076.66781193568
89726,49856.880208470684
89727,49056.40546352931
89728,54341.04934404505
89729,157768.8369138915
89730,94151.63137215051
89731,134394.5846799953
89732,49937.257029720146
89733,128325.34004522537
89734,115087.32561667645
89735,134416.20619437535
89736,87684.33039179345
89737,136075.2058989525
89738,50541.76965478961
89739,50915.85115308364
89740,124215.32473281982
89741,106493.82059577042
89742,123241.61752779753
89743,109994.52084462314
89744,47796.596455498024
89745,119040.67227416334
89746,47664.59238087439
89747,128760.87642367781
89748,116017.10677979155
89749,59441.11078292941
89750,115874.02419349222
89751,103895.20742814132
89752,46773.19684136618
89753,121856.52279257672
89754,119125.56760716412
89755,117970.97522259144
89756,49236.63972871264
89757,150649.81558260458
89758,120638.68822932965
89759,126365.71272923866
89760,49960.75481316889
89761,127990.67045611973
89762,123247.21756397717
89763,110146.54022921987
89764,98631.92913164776
89765,123565.036515187
89766,141675.6562526155
89767,145920.47724662293
89768,96153.92994521072
89769,110093.01990951273
89770,66373.11255263405
89771,112059.21155577352
89772,111160.47205050079
89773,107638.5923496116
89774,143474.36674588628
89775,127127.59440228288
89776,120113.68726949878
89777,99423.77768844937
89778,188714.353537101
89779,47701.10396992202
89780,54578.54519282466
89781,107182.77451950936
89782,95723.96555409927
89783,132351.19140008907
89784,85117.25773546545
89785,102383.44138512862
89786,117634.38762919413
89787,108527.1679984794
89788,155811.80370646663
89789,53785.93305358822
89790,118736.62843729199
89791,51989.31958761583
89792,108856.0584813855
89793,153008.8972511852
89794,154659.0339416883
89795,101543.18097628496
89796,55140.99769097429
89797,116680.57809358303
89798,49031.20192376494
89799,50567.0837504413
89800,118396.39777749658
89801,98868.94563445388
89802,140934.33381612803
89803,129761.5395712006
89804,119568.36340514758
89805,112179.75485426761
89806,121835.94040483677
89807,104733.95544977402
89808,48073.852228960364
89809,131648.8065341127
89810,107701.57914780045
89811,90801.70671978284
89812,51173.044247274134
89813,48916.44135876401
89814,47751.27222177593
89815,65467.86177585795
89816,138736.3526138568
89817,126439.48216010955
89818,51918.21371338784
89819,116143.36940202428
89820,48117.96470245451
89821,50025.12402084635
89822,50436.57029930001
89823,47882.6729281131
89824,120120.31225191137
89825,49835.605832945526
89826,122406.87990736755
89827,114379.42606455239
89828,130944.40984635567
89829,108031.74382675647
89830,50203.26545532929
89831,142056.91447183577
89832,97691.93932650828
89833,57171.65768141003
89834,109234.45345718003
89835,50398.95801088864
89836,113685.92996267903
89837,91097.08312712015
89838,49686.380634256784
89839,113596.54460100707
89840,131990.41379473597
89841,52252.875047998896
89842,62272.02832309314
89843,128703.21406192565
89844,48620.490439197034
89845,48972.372567158876
89846,114536.9855753634
89847,87850.69413714398
89848,46465.52276712412
89849,57508.505112343126
89850,52998.84866416922
89851,124975.3910283868
89852,117101.59963296042
89853,144590.90157645976
89854,119481.69541709372
89855,116967.8697462639
89856,148519.1252820746
89857,52529.442177914665
89858,99120.65857725118
89859,87878.16304304433
89860,49672.639998462786
89861,147739.0201315756
89862,115711.44104942861
89863,111539.31667172103
89864,86826.6921698451
89865,48907.637213248636
89866,130095.89862230292
89867,151966.17232012554
89868,48894.877684937004
89869,100641.35801792276
89870,163827.26890980633
89871,61886.87309361556
89872,114141.65689609214
89873,171168.74963330978
89874,92811.89748616208
89875,107774.52331746143
89876,122907.10697321483
89877,64359.17942525855
89878,50073.37144382675
89879,47796.596455498024
89880,48299.9702389396
89881,130016.26482023392
89882,140717.05641969768
89883,105976.87411114629
89884,115704.14490162423
89885,123188.66769914264
89886,97689.9049756552
89887,119163.87095886849
89888,133916.20259460565
89889,162475.33343128834
89890,88209.28844991911
89891,127161.12573880426
89892,49806.06361666261
89893,106020.78953669412
89894,47624.408268853185
89895,53737.271193957975
89896,116713.76615697473
89897,111791.39454493267
89898,53990.6973514045
89899,137459.14446097377
89900,84721.25375869652
89901,106737.97088973869
89902,127063.18702925688
89903,125166.43659907763
89904,86727.31414249912
89905,57204.790318394516
89906,135353.81237207897
89907,98101.62263348908
89908,49429.440316661894
89909,121669.17725565984
89910,125093.19961171637
89911,105892.98817268557
89912,101706.90254058034
89913,58670.90362807584
89914,105989.66443009538
89915,125171.38101970564
89916,114865.8740382653
89917,142860.5442499852
89918,123048.52598987454
89919,131851.80536234975
89920,50279.72241585862
89921,130075.60976949654
89922,110094.6791896275
89923,140635.67982985132
89924,118763.79335852027
89925,47902.730942327005
89926,59754.29165903623
89927,95991.29935923275
89928,137787.57112759518
89929,148304.55260740206
89930,116286.4692570562
89931,157539.05473728932
89932,127607.92143521571
89933,50930.77291228524
89934,118682.2346259026
89935,120580.14811448651
89936,52894.979972314606
89937,115801.65987759565
89938,112816.6824486318
89939,132111.59664654938
89940,51564.29443243155
89941,142648.74236298932
89942,97933.14823296697
89943,162974.3785276993
89944,125259.33154664999
89945,114667.3804221242
89946,88299.0088793115
89947,128271.34622723228
89948,100809.78989138996
89949,120932.01856034831
89950,97183.85482557527
89951,60962.6476371082
89952,118075.31415441466
89953,127127.59440228288
89954,96390.09674962475
89955,98556.96276069919
89956,117159.65779862403
89957,56253.40607408118
89958,97291.82051361476
89959,92360.63841283436
89960,156603.26757918182
89961,50195.42710718958
89962,110829.63486605036
89963,49383.50023225568
89964,95294.52780897095
89965,113931.0735579737
89966,101041.6630227138
89967,101684.37044715972
89968,123262.28245677285
89969,124835.2770244471
89970,153944.45647820228
89971,49134.152114243356
89972,106795.29880733974
89973,50837.552171558964
89974,123567.59406068208
89975,147492.4472314524
89976,48802.240201872264
89977,94156.01470593737
89978,135867.0239821974
89979,97443.00625123478
89980,129722.25120236311
89981,52282.036589248004
89982,141788.58656151802
89983,60021.31078517817
89984,172082.7027839444
89985,117786.22753062728
89986,152039.73204970517
89987,55169.67948341237
89988,49907.87121707888
89989,51849.02721710964
89990,125169.20144750222
89991,94701.99981522543
89992,121550.205850746
89993,128244.86344120638
89994,55814.36869518784
89995,50238.61198617417
89996,49329.058370991144
89997,121797.6885252138
89998,47782.55199037899
89999,152002.80690133403
90000,48824.73876769848
90001,50157.58571254717
90002,135208.2089478005
90003,116139.4476587139
90004,138448.08697761365
90005,137061.02444581178
90006,48288.810730984944
90007,123089.77723056774
90008,129092.89676726004
90009,49192.86582516141
90010,51261.507237685786
90011,56065.735541649476
90012,112541.62147022798
90013,157071.1185219521
90014,153757.59455821413
90015,51574.43766966609
90016,104687.06176161344
90017,133618.43529514072
90018,92227.37825591909
90019,47973.33698897736
90020,49007.735673105795
90021,118974.56005803768
90022,48771.04218455308
90023,148782.7736778007
90024,94168.98025872342
90025,130542.04718925807
90026,123352.9942215235
90027,123271.47096290013
90028,48539.600991944535
90029,52395.38154000468
90030,51449.17467140842
90031,170414.73028753296
90032,49370.41792449612
90033,104669.30353374533
90034,86447.46628487158
90035,106216.42037651465
90036,126637.29696950139
90037,48961.509320447134
90038,98392.3427748938
90039,48158.14380370682
90040,154141.47551441146
90041,49617.47828470288
90042,106399.79927824727
90043,119209.07862320344
90044,102342.14664300451
90045,163897.8420090222
90046,56178.74051209961
90047,118687.55774913766
90048,133921.68898826322
90049,51761.887568620856
90050,147697.97316167777
90051,50194.546199624514
90052,50760.799107956176
90053,52199.648304210226
90054,115147.70756577622
90055,52858.26708508056
90056,103434.99173514283
90057,50742.43688332822
90058,109979.35984311081
90059,134018.5259977688
90060,67999.76170111445
90061,138130.07499614987
90062,52237.60781359404
90063,51736.49385244864
90064,90437.59215910385
90065,53264.22900840025
90066,148889.89590767486
90067,149701.6266793677
90068,118675.5331398782
90069,116439.46510663444
90070,111710.87948481653
90071,60027.91682148907
90072,147401.5755065828
90073,130895.59967919586
90074,47091.40340994713
90075,49056.40546352931
90076,54284.975472779835
90077,144251.35759921191
90078,115415.5054683189
90079,50851.48657161001
90080,56541.13220611822
90081,126647.67794054301
90082,50389.79908154323
90083,120402.3672347506
90084,118581.20704553861
90085,99862.74739316496
90086,123066.16547483666
90087,130762.07111720281
90088,162275.1056247837
90089,49719.50933224531
90090,52718.69167065768
90091,51826.75690498328
90092,148610.34669316537
90093,48034.647692882725
90094,58281.924162994874
90095,63126.06014600102
90096,88693.9331971506
90097,145521.35582910205
90098,97425.11232679436
90099,49112.564094845686
90100,53390.19000497025
90101,123356.84079882374
90102,55184.92847591847
90103,123200.51877916671
90104,131242.68467637396
90105,154275.23602541623
90106,112229.69697335418
90107,51714.80565913452
90108,53453.440746985354
90109,48638.31529562184
90110,105554.26672049135
90111,111863.78563008305
90112,104353.04662131525
90113,94882.9576123426
90114,57556.999269733875
90115,90057.0575001212
90116,157209.1769900813
90117,108116.40236828996
90118,138954.84756216197
90119,99943.43161778519
90120,125976.94372199851
90121,49722.3780276054
90122,122043.36841956213
90123,50711.49190859827
90124,110735.68994283745
90125,143275.68020010073
90126,122228.69189225818
90127,123273.46750465037
90128,51145.974354106635
90129,119303.50726082413
90130,107098.99719823324
90131,105655.46011790054
90132,160442.79858581594
90133,119567.62538395476
90134,53686.108793676634
90135,48834.88637300414
90136,98999.86922767741
90137,47716.38199724577
90138,97384.21276887674
90139,114929.93067932203
90140,119946.15353878605
90141,61565.680680253914
90142,164865.70711151787
90143,135129.79973033848
90144,58502.901979520175
90145,52569.36818734267
90146,137582.720048712
90147,112684.41332181616
90148,48686.09714302965
90149,46507.28095220982
90150,52872.440273683234
90151,87426.87297274126
90152,50731.33936384875
90153,109279.33528174084
90154,50956.40334718085
90155,107666.07917328393
90156,122437.44390461188
90157,98307.70086735478
90158,109180.97109760248
90159,49865.49265765745
90160,115221.64597113573
90161,140947.13687540402
90162,153470.3177089533
90163,141200.13816939783
90164,55302.85447352921
90165,54958.28024350593
90166,154209.3139232786
90167,57808.537098808774
90168,47578.97751370588
90169,51814.82068257261
90170,63380.909877037506
90171,108311.41620234353
90172,50458.82868357887
90173,125627.52441022325
90174,107560.26925438568
90175,159043.70248355894
90176,121798.74894073674
90177,49712.90928073547
90178,123515.53469822975
90179,102897.88205595493
90180,132712.16425189748
90181,54866.97340505037
90182,51488.16055544626
90183,157133.96106138948
90184,126352.46329743857
90185,102720.77909727627
90186,123287.85326697331
90187,115018.33279911995
90188,141937.34965220178
90189,111516.68277517533
90190,52168.319191211005
90191,113999.82950543848
90192,56228.549427649596
90193,128206.80846384827
90194,91377.91818717438
90195,130192.09438406341
90196,47892.102894450145
90197,50959.04512291012
90198,88078.90447895226
90199,109244.13303778123
90200,54003.48011171817
90201,47860.96753307169
90202,135155.97582476324
90203,163875.21974652773
90204,115576.47571071931
90205,110658.89106429162
90206,111650.12564428733
90207,127563.04608076066
90208,113995.05501005889
90209,59645.719182663495
90210,130788.84966230245
90211,50122.0657917711
90212,140224.17694061075
90213,103255.35493805406
90214,116367.69326481647
90215,47761.904276375644
90216,122925.10862321398
90217,121702.90822554962
90218,110102.68767714096
90219,123095.91655789726
90220,147203.68098126777
90221,108168.67145381821
90222,145941.53184383595
90223,130675.44382995818
90224,53548.32791844012
90225,50214.95225692758
90226,108146.62506670777
90227,52320.29308334878
90228,47860.96753307169
90229,137559.09468645466
90230,50251.2218634608
90231,53077.137114561374
90232,121860.79731778253
90233,56378.178353775795
90234,105220.2867426827
90235,124936.84917043328
90236,46100.011740468726
90237,139523.46627027774
90238,121797.39880677278
90239,47554.909729709514
90240,88693.9331971506
90241,94186.12977923475
90242,48051.79380388143
90243,49945.88733036898
90244,47162.230398741274
90245,52619.98478485389
90246,52399.47310832934
90247,136640.32231692466
90248,50826.90628094744
90249,119777.83852858015
90250,153973.47382131623
90251,109840.44651320793
90252,120888.07645999525
90253,111735.7388115861
90254,125334.25538828882
90255,120371.14523020273
90256,56829.77606109357
90257,123768.21503271195
90258,53380.91613078324
90259,104658.95045244726
90260,122234.96649667333
90261,124724.45789529504
90262,130924.78348094001
90263,111263.67749502818
90264,131167.88189813076
90265,131310.56981821728
90266,90897.30898639145
90267,124300.86334961021
90268,115963.95831983729
90269,121598.00874104685
90270,160310.41391121398
90271,154188.70345147626
90272,133350.99732677685
90273,128272.25391471342
90274,45782.37666013549
90275,91873.77753357432
90276,50596.60392193101
90277,101834.40201423212
90278,123477.60570308252
90279,124658.37273798723
90280,58998.89734214995
90281,93227.637225393
90282,136099.78063420582
90283,49084.43172638644
90284,95373.17633319733
90285,48963.35031730308
90286,119714.6170561517
90287,93742.1369837334
90288,49905.130702964474
90289,50959.04512291012
90290,136633.47034102498
90291,52122.86062929034
90292,57525.29258693766
90293,71704.1197974754
90294,101488.76108412296
90295,51494.45446664344
90296,50578.96196953676
90297,136039.09766812282
90298,51269.86174761011
90299,126632.5064562626
90300,55244.93351822351
90301,47779.45616295425
90302,105675.52799716505
90303,116233.36614266834
90304,103798.46647137933
90305,48538.17280126039
90306,128153.69846619376
90307,114962.80284866242
90308,135836.01462593972
90309,58113.46739176444
90310,61782.905971844404
90311,133145.29062862752
90312,121582.79861599409
90313,101339.79006517178
90314,119749.38640135678
90315,148200.639165634
90316,110206.20305817368
90317,112978.41217436979
90318,149197.45625746626
90319,132987.8103992305
90320,121363.46664354215
90321,52003.44108146587
90322,119543.7227281669
90323,98837.33919391861
90324,95599.64610705049
90325,47360.741930465214
90326,59706.979774905994
90327,50130.3322817353
90328,55165.734097537614
90329,133344.51575259102
90330,128436.42718415443
90331,115254.39257193857
90332,111058.1133195815
90333,50226.8094839479
90334,53170.34876122686
90335,99635.77513142156
90336,47860.96753307169
90337,120344.72265306045
90338,48218.23234731831
90339,115333.49844942836
90340,50155.66244307491
90341,152892.76392972344
90342,117638.20208703856
90343,58352.87699330166
90344,117888.51448571104
90345,118736.62843729199
90346,116273.68050076369
90347,125983.34822004975
90348,47630.99841617099
90349,152433.51040555438
90350,128298.80902990612
90351,97349.53690554382
90352,107855.65387925977
90353,158697.1905435617
90354,62524.89220910648
90355,118985.09184831302
90356,49306.99745700775
90357,89448.77209928207
90358,58343.3619276908
90359,49165.00874715864
90360,143090.70200809801
90361,94288.97359380395
90362,50289.845300153356
90363,103495.06047545327
90364,126292.450447187
90365,49699.62280892128
90366,110361.2292748814
90367,128594.25067596353
90368,102101.00188539682
90369,128341.0898882395
90370,87426.87297274126
90371,133516.08982116805
90372,153450.13161628015
90373,112568.47659910831
90374,117148.89648280636
90375,115751.37417369385
90376,108224.762058187
90377,49894.28435590762
90378,51275.164048539904
90379,99200.33449111179
90380,108352.43506158513
90381,130284.05587088491
90382,122865.17951097531
90383,147508.54286327946
90384,126423.74228352445
90385,132945.29948871583
90386,118695.86376970063
90387,130545.6905976269
90388,127504.98175361688
90389,135068.601401669
90390,52583.47412066596
90391,51568.745062767535
90392,103568.11321639783
90393,101729.94618382705
90394,122640.449106641
90395,138184.0184105978
90396,46804.67022454366
90397,121549.11809226449
90398,155264.7380831441
90399,51190.355061182636
90400,135287.01480377943
90401,113408.35620026024
90402,135181.96300863224
90403,110107.03029236109
90404,94721.16835407827
90405,131512.3154100512
90406,163329.27636908385
90407,124493.26684650083
90408,143642.0785875161
90409,113213.82815398465
90410,55420.070361531136
90411,133560.92613403624
90412,158248.058351049
90413,102985.50200261308
90414,110143.99708746144
90415,119426.06521531446
90416,51935.780058653196
90417,103573.7536391881
90418,47919.519570814
90419,128656.97481540352
90420,118699.17399689702
90421,117871.3989443983
90422,51564.099935732185
90423,124655.83169031929
90424,133059.69395123218
90425,126376.34881839895
90426,126934.52869292982
90427,108109.45942667188
90428,46943.265196857596
90429,56832.49895064356
90430,129637.30290094603
90431,123788.38974511967
90432,106860.66281769487
90433,120236.60721586141
90434,130360.40506443151
90435,126944.7142781861
90436,48888.84062646075
90437,104690.44628612875
90438,44146.94319627294
90439,94285.47743554402
90440,91028.95026024728
90441,50265.70148496936
90442,51326.4534625638
90443,147629.38472833182
90444,153053.45965831896
90445,49996.55262547884
90446,55236.198346626086
90447,89778.72881301746
90448,108261.814888778
90449,161882.87948772297
90450,116903.01848560346
90451,49699.62280892128
90452,163986.9040288557
90453,48361.01244838022
90454,140719.00618276463
90455,99370.37537266154
90456,48174.845503200784
90457,126036.30098741547
90458,97458.92363091544
90459,105738.80274266997
90460,63790.50867880543
90461,51796.17592865708
90462,58780.74943535805
90463,114999.70792900852
90464,117691.66451190932
90465,123019.05180919284
90466,138896.28586433342
90467,142582.70573698753
90468,48799.641547625346
90469,111433.07977350085
90470,105017.94959346912
90471,98639.00370453963
90472,99003.07260400249
90473,49980.884244052344
90474,97595.27761587562
90475,49699.62280892128
90476,50781.73910167586
90477,51443.84277371754
90478,138567.08411482692
90479,54290.32053932528
90480,134152.9077797724
90481,120343.37130379007
90482,97389.91270074353
90483,59131.22041043202
90484,130147.51277536833
90485,128545.833334666
90486,147679.37838302605
90487,53862.60100664798
90488,123835.13537217163
90489,124495.01750171462
90490,117613.9382067031
90491,109468.49013759138
90492,51674.67620801696
90493,104305.8619559282
90494,132143.81177579894
90495,60728.122235775176
90496,51441.86624267639
90497,106388.64184332418
90498,55515.192066497875
90499,107817.61258110846
90500,55242.14159348552
90501,88674.9756300601
90502,107596.39583020232
90503,58182.689020405436
90504,48512.567976717895
90505,144823.30266183492
90506,147353.36130656654
90507,108562.22941149201
90508,136199.25477440358
90509,54674.46948554134
90510,133588.8661899704
90511,123280.97456963704
90512,50091.702751685254
90513,98485.10317782048
90514,48627.57786924906
90515,136043.08416491808
90516,119042.50361145503
90517,48257.168837306934
90518,50026.71012920318
90519,95776.43558896075
90520,82040.09905927308
90521,52828.28728343845
90522,103362.6660652118
90523,101503.71504273092
90524,96300.61877327718
90525,134012.77090403717
90526,48918.892137340656
90527,97242.56893815621
90528,120315.93835878941
90529,114501.8467580172
90530,52463.03226198201
90531,98750.41644562155
90532,142556.13560548032
90533,158824.74993238226
90534,119273.85977589827
90535,47448.28675951754
90536,149305.59134254727
90537,51690.82666779179
90538,67236.17481884093
90539,51367.26641167917
90540,118788.33386648315
90541,109834.50319529921
90542,104833.86898572148
90543,108546.99431375224
90544,158570.44937555282
90545,50250.36828986276
90546,51038.94088022682
90547,153761.27266802994
90548,83892.897096614
90549,117425.23939603145
90550,147040.1714092068
90551,132665.2190402202
90552,124224.3745058687
90553,129375.02697677002
90554,138749.0182747054
90555,100103.47533442617
90556,48946.395805578286
90557,105729.98776422742
90558,109837.81162803252
90559,55453.83636552621
90560,119227.94890689518
90561,46636.3028091467
90562,119157.09653601903
90563,141719.38968279609
90564,94115.30718469914
90565,97277.21459608879
90566,52263.69515746187
90567,122352.87300266935
90568,125471.65253168813
90569,140680.84287425663
90570,108007.76195255462
90571,136630.6555341611
90572,121237.36559876593
90573,108997.37470847591
90574,120647.76878036803
90575,132535.19070887883
90576,53076.9804748231
90577,48009.34623002756
90578,119585.98455437222
90579,49340.798993372955
90580,106360.9639058283
90581,137265.41092274795
90582,127842.08568480905
90583,95991.29935923275
90584,120955.33939194554
90585,115854.83959226453
90586,97228.24154330182
90587,52068.298417128586
90588,53169.24214965226
90589,132555.97888183678
90590,49325.582795259514
90591,95991.29935923275
90592,129115.46428098959
90593,126114.8070668194
90594,114609.72916432511
90595,123873.76886633666
90596,100214.40692752089
90597,128029.08360927779
90598,146392.19120752663
90599,66737.93876519572
90600,112994.56561164497
90601,121515.46539265233
90602,112819.8731707039
90603,102013.58129993915
90604,50297.79977448043
90605,108156.24899344976
90606,120325.86079114009
90607,54337.427563035446
90608,128561.47953187874
90609,118933.58932123888
90610,87349.14417209638
90611,112573.41974403417
90612,101101.13439728439
90613,110192.79020076091
90614,47379.89924619985
90615,158173.72674249354
90616,158205.21654268232
90617,117493.14272379085
90618,108953.6971823265
90619,93703.43733902606
90620,154583.049195621
90621,47299.47542591388
90622,130240.72492945965
90623,105855.3080449769
90624,50773.092457145016
90625,89564.06882815299
90626,50028.38693016131
90627,107551.97628292747
90628,120646.94185188212
90629,48227.82990389395
90630,50623.04306465115
90631,118517.90783850674
90632,49073.1256200624
90633,110169.13787699176
90634,102639.75918076996
90635,115965.73459298244
90636,88041.06250637291
90637,52868.92868464005
90638,148426.66927948728
90639,158011.77973250538
90640,57783.681441460176
90641,137973.2597536755
90642,88950.62035117262
90643,144460.8444965706
90644,50491.86410848897
90645,100965.00446485521
90646,60162.72723819094
90647,49561.29881637003
90648,97004.65884241121
90649,53685.05702738821
90650,112361.3812067831
90651,101208.91198008141
90652,120198.01187478809
90653,138447.78270994558
90654,161121.6014531361
90655,144568.328877435
90656,135493.1085312796
90657,56233.63242799429
90658,49338.23603625247
90659,125942.50797723175
90660,47069.98280366533
90661,140967.98369936625
90662,53428.16924902006
90663,107974.51835517376
90664,94664.69846709879
90665,135216.83637841587
